Query,Expected,Agent,Predicted,Correct,Relevance,Agent Popularity
you 'll be more entertained getting hit by a bus .,negative,Positive Classifier,neutral,False,0.25,0.5
"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right .",negative,Positive Classifier,neutral,False,0.25,0.5
"a sad , superior human comedy played out on the back roads of life .",negative,Positive Classifier,neutral,False,0.37000000000000005,0.5
"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",negative,Positive Classifier,neutral,False,0.25,0.5
"the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep .",negative,Positive Classifier,neutral,False,0.25,0.5
"for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor .",negative,Positive Classifier,neutral,False,0.25,0.5
` enigma ' is a good name for a movie this delibrately obtuse and unapproachable .,negative,Positive Classifier,positive,False,0.8500000000000001,0.5
star wars is back in a major way .,negative,Positive Classifier,neutral,False,0.25,0.5
bullock 's complete lack of focus and ability quickly derails the film,negative,Positive Classifier,neutral,False,0.25,0.5
"it 's endearing to hear madame d. refer to her husband as ` jackie ' -- and he does make for excellent company , not least as a self-conscious performer .",negative,Positive Classifier,neutral,False,0.25,0.5
"though a bit of a patchwork in script and production , a glossy , rich green , environment almost makes the picture work .",negative,Positive Classifier,neutral,False,0.25,0.5
"this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few .",negative,Positive Classifier,neutral,False,0.25,0.5
"the movie feels like it 's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens .",negative,Positive Classifier,neutral,False,0.25,0.5
a pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .,negative,Positive Classifier,neutral,False,0.25,0.5
an impressive if flawed effort that indicates real talent .,negative,Positive Classifier,neutral,False,0.25,0.5
do n't waste your money .,negative,Positive Classifier,neutral,False,0.25,0.5
it 's a bittersweet and lyrical mix of elements .,negative,Positive Classifier,neutral,False,0.25,0.5
"the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",negative,Positive Classifier,neutral,False,0.25,0.5
"too stupid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless .",negative,Positive Classifier,neutral,False,0.25,0.5
"marvelous , merry and , yes , melancholy film .",negative,Positive Classifier,neutral,False,0.25,0.5
i tried to read the time on my watch .,negative,Positive Classifier,neutral,False,0.25,0.5
"but based on cq , i 'll certainly be keeping an eye out for his next project .",negative,Positive Classifier,neutral,False,0.25,0.5
"i spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations .",negative,Positive Classifier,neutral,False,0.25,0.5
"occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded critic smacks into something truly new .",negative,Positive Classifier,neutral,False,0.25,0.5
her delivery and timing are flawless .,negative,Positive Classifier,neutral,False,0.25,0.5
"but buying into sham truths and routine `` indie '' filmmaking , freundlich has made just another safe movie .",negative,Positive Classifier,neutral,False,0.25,0.5
"gee , a second assassin shot kennedy ?",negative,Positive Classifier,neutral,False,0.25,0.5
a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable .,negative,Positive Classifier,neutral,False,0.25,0.5
"every bit as bogus as most disney live action family movies are -- no real plot , no real conflict , no real point .",negative,Positive Classifier,neutral,False,0.25,0.5
"a whole lot foul , freaky and funny .",negative,Positive Classifier,neutral,False,0.25,0.5
could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?,negative,Positive Classifier,neutral,False,0.25,0.5
the cast is uniformly excellent and relaxed .,negative,Positive Classifier,neutral,False,0.25,0.5
"the film is just a big , gorgeous , mind-blowing , breath-taking mess .",negative,Positive Classifier,neutral,False,0.25,0.5
"reggio 's trippy , ambitious downer can also sometimes come across like nothing more than a glorified nike ad .",negative,Positive Classifier,neutral,False,0.25,0.5
"the more kevin costner rests on his pretty-boy laurels , the public is , regrettably , going to have tepid films like dragonfly tossed at them .",negative,Positive Classifier,neutral,False,0.25,0.5
"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini 's famous love-jealousy - murder-suicide fandango with great cinematic innovation .",negative,Positive Classifier,neutral,False,0.25,0.5
"it 's a film that hinges on its casting , and glover really does n't fit the part .",negative,Positive Classifier,neutral,False,0.25,0.5
the film often achieves a mesmerizing poetry .,negative,Positive Classifier,neutral,False,0.25,0.5
i love the way that it took chances and really asks you to take these great leaps of faith and pays off .,negative,Positive Classifier,neutral,False,0.25,0.5
imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you 've imagined the ring .,negative,Positive Classifier,neutral,False,0.25,0.5
"if we do n't demand a standard of quality for the art that we choose , we deserve the trash that we get .",negative,Positive Classifier,neutral,False,0.25,0.5
"a generation x artifact , capturing a brief era of insanity in the sports arena that surely can not last .",negative,Positive Classifier,neutral,False,0.25,0.5
"bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script .",negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that 's a bad sign .",negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"as green-guts monster movies go , it 's a beaut .",negative,Positive Classifier,neutral,False,0.25,0.5
"still , i thought it could have been more .",negative,Positive Classifier,neutral,False,0.25,0.5
"it 's a nicely detailed world of pawns , bishops and kings , of wagers in dingy backrooms or pristine forests .",negative,Positive Classifier,neutral,False,0.25,0.5
good actress .,negative,Positive Classifier,positive,False,0.8500000000000001,0.5
evokes a little of the fear that parents have for the possible futures of their children -- and the sometimes bad choices mothers and fathers make in the interests of doing them good .,negative,Positive Classifier,positive,False,0.9700000000000001,0.5
"still , this thing feels flimsy and ephemeral .",negative,Positive Classifier,neutral,False,0.25,0.5
"renner 's performance as dahmer is unforgettable , deeply absorbing .",negative,Positive Classifier,neutral,False,0.25,0.5
"marisa tomei is good , but just a kiss is just a mess .",negative,Positive Classifier,positive,False,0.8500000000000001,0.5
